Environment_Type,Vertical/Industry,Company_Size,Hypervisor_Type,Storage_Type,Current_IT_Environment,Existing_Compute_Vendor,Existing_Switch_Vendor,Existing_Storage_Vendor,Current_Access_Protocol,Data_Protection_Strategy_Type,Current_Backup_Type,Current_Backup_Software,Existing_Cloud_Provider,AI_Readiness,Dell_Recommended_Server_Model,Dell_Recommended_Networking_Solution,Dell_Recommended_Storage_Product,Dell_Recommended_HCI_Solution,Dell_Recommended_Data_Protection_Solution,Cloud_UseCase_to_APEX_Mapping
Brownfield,Entertainment,Mid,,File,Extreme performance NAS Environment,Dell,Dell,Dell,NFS,Snapshot,Incremental,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Legal,Enterprise,,Object,S3 Environment,Dell,Brocade,EMC,S3,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Life Sciences,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Manufacturing,Enterprise,,Unified,Business Critical Modern Environment,Dell,Dell,IBM,FC/iSCSI/NFS/NVMe,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Brownfield,Food & Beverage,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Retail,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Healthcare,SMB,,Cloud native,Cloud native Scalable S3 Environments,Dell,Brocade,,multiprotocol,Backup,Differential,Veeam,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Telecom,Enterprise,,Block,Mission Critical Environment,Dell,Dell,EMC,FC/iSCSI,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Brownfield,Education,Mid,,File,Hybrid NAS Environment,Dell,Dell,,NFS,Backup,Full,Avamar,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Greenfield,Public Sector,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Engineering,Mid,,File,Active Archive NAS Environment,Dell,Dell,Dell,NFS,Backup,Full,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Biotechnology,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Healthcare,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Agriculture,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Food & Beverage,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Maritime,Mid,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Legal,Enterprise,,File,Active Archive NAS Environment,Dell,Brocade,EMC,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Greenfield,Healthcare,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Engineering,Large,Hyper-V,Block,Hybrid Azure Cloud Environment,,,,FC/iSCSI,Backup,,,Azure,Not ready,,,,Dell AX System for Azure Local,,
Brownfield,Public Sector,Enterprise,,Object,S3 Environment,,Dell,EMC,S3,Archive,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell Data Protection Suite for Archive,
Greenfield,Pharmaceuticals,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Energy,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Retail,Enterprise,,File,Active Archive NAS Environment,,,,NFS,Archive,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Media,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Retail,Enterprise,,Object,S3 Environment,,Dell,,S3,Archive,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell Data Protection Suite for Archive,
Greenfield,Aviation,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Healthcare,Enterprise,,Block,Mission Critical Environment,HP,Brocade,IBM,FC/iSCSI,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Logistics,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Healthcare,Enterprise,,Object,S3 Environment,,Dell,IBM,S3,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Automotive,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Construction,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,AWS,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Healthcare,Mid,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Public Sector,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Media,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,EMC,NFS,Backup,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Finance,Enterprise,,Object,S3 Environment,,Dell,,S3,Archive,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell Data Protection Suite for Archive,
Greenfield,Oil & Gas,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Agriculture,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Life Sciences,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Energy,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Legal,Enterprise,,Object,S3 Environment,IBM,Brocade,EMC,S3,Archive,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell Data Protection Suite for Archive,
Greenfield,Media,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,SMB,,Cloud native,Cloud native Scalable S3 Environments,Dell,Dell,,multiprotocol,Backup,Incremental,Veeam,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Energy,Mid,,File,Extreme performance NAS Environment,Dell,Dell,Dell,NFS,Backup,Full,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Greenfield,Energy,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Mining,SMB,,Cloud native,Cloud native Scalable S3 Environments,,Dell,,multiprotocol,Backup,Differential,Veeam,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Life Sciences,Mid,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Retail,Mid,,File,Extreme performance NAS Environment,,Dell,,NFS,Snapshot,Full,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Public Sector,Enterprise,,Unified,Business Critical Modern Environment,Dell,Cisco,Dell,FC/iSCSI/NFS/NVMe,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Logistics,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Public Sector,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Legal,Enterprise,,Object,S3 Environment,,Dell,EMC,S3,Archive,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell Data Protection Suite for Archive,
Greenfield,IT Services,Mid,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Mining,Enterprise,,File,Hybrid NAS Environment,,Cisco,,NFS,Snapshot,Incremental,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Finance,Enterprise,,Unified,Business Critical Modern Environment,,,,FC/iSCSI/NFS/NVMe,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Brownfield,Agriculture,Mid,,File,Extreme performance NAS Environment,Dell,Dell,,NFS,Snapshot,Full,PowerProtect,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Public Sector,Enterprise,,Block,Mission Critical Environment,,,,FC/iSCSI,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Brownfield,Automotive,Enterprise,,File,Hybrid NAS Environment,Dell,Cisco,Dell,NFS,Backup,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Nonprofit,SMB,,Cloud native,Cloud native Scalable S3 Environments,Dell,Dell,,multiprotocol,Backup,Differential,Veeam,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Media,Mid,,File,Extreme performance NAS Environment,,Arista,,NFS,Snapshot,Incremental,Druva,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Energy,Enterprise,,Unified,Business Critical Modern Environment,,,,FC/iSCSI/NFS/NVMe,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Brownfield,Legal,Enterprise,,Block,Mission Critical Environment,Dell,Brocade,EMC,FC/iSCSI,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Agriculture,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Greenfield,Aerospace,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Snapshot,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Food & Beverage,Mid,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Finance,Enterprise,,File,Active Archive NAS Environment,HPE,Dell,IBM,NFS,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Education,Mid,,File,Extreme performance NAS Environment,,Dell,,NFS,Snapshot,Incremental,Avamar,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Insurance,Enterprise,,Unified,Business Critical Modern Environment,,,,FC/iSCSI/NFS/NVMe,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerStore,,Dell PowerProtect Data Domain,
Greenfield,Pharma,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Hospitality,Enterprise,,Object,S3 Environment,,Dell,,S3,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Public Sector,Mid,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Snapshot,,,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Marketing,Enterprise,,File,Hybrid NAS Environment,Dell,Dell,Dell,NFS,Backup,Full,Druva,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Finance,Enterprise,,Object,S3 Environment,,Dell,EMC,S3,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,IT Services,Mid,,File,Extreme performance NAS Environment,,,,NFS,Snapshot,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Brownfield,Healthcare,Enterprise,,Object,S3 Environment,,Dell,EMC,S3,Backup,Differential,Veeam,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell ECS/ObjectScale,,Dell PowerProtect Data Domain,
Greenfield,Research,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Public Sector,Enterprise,,File,Extreme performance NAS Environment,Dell,Cisco,,NFS,Snapshot,Incremental,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Snapshots are taken locally by same Dell Storage recommended above,
Greenfield,Insurance,Enterprise,,File,Extreme performance NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Telecom,Enterprise,,File,Active Archive NAS Environment,Dell,Dell,Dell,NFS,Archive,Full,Avamar,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Archive series,,Dell Data Protection Suite for Archive,
Greenfield,Hospitality,SMB,,Cloud native,Cloud native Scalable S3 Environments,,,,multiprotocol,Backup,,,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Agriculture,Enterprise,,File,Extreme performance NAS Environment,Dell,Dell,IBM,NFS,Backup,Full,PowerProtect,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale All Flash Series,,Dell PowerProtect Data Domain,
Brownfield,Nonprofit,SMB,,Cloud native,Cloud native Scalable S3 Environments,,Dell,,multiprotocol,Backup,Differential,Veeam,GCP,"Moderate, HPC",,,,,,Dell APEX Object Storage
Brownfield,Finance,Enterprise,,Block,Mission Critical Environment,IBM,Brocade,IBM,FC/iSCSI,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Maritime,Enterprise,,File,Hybrid NAS Environment,,,,NFS,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerScale Hybrid Series,,Dell PowerProtect Data Domain,
Brownfield,Healthcare,Enterprise,,Block,Mission Critical Environment,Dell,Cisco,IBM,FC/iSCSI,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Food & Beverage,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Aerospace,Enterprise,,Block,Mission Critical Environment,Dell,Arista,EMC,FC/iSCSI,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Legal,Enterprise,,Block,Mission Critical Environment,,,,FC/iSCSI,Backup,,,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Retail,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Finance,Enterprise,Hyper-V,Block,Hybrid Azure Cloud Environment,Dell,Dell,Dell,FC/iSCSI,Backup,Full,Druva,Azure,Not ready,,,,Dell AX System for Azure Local,,
Greenfield,Healthcare,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
Brownfield,Oil & Gas,Enterprise,,Block,Mission Critical Environment,IBM,Brocade,IBM,FC/iSCSI,Backup,Full,Commvault,,"Gen AI, HPC",Dell PowerEdge XE Series,Dell PowerSwitch Z Series,Dell PowerMax,,Dell PowerProtect Data Domain,
Greenfield,Legal,Mid,,File,Active Archive NAS Environment,,,,NFS,Backup,,,,"Moderate, HPC",Dell PowerEdge R Series,Dell PowerSwitch S Series,Dell PowerScale Archive series,,Dell PowerProtect Data Domain,
